Date,Open,High,Low,Close,Volume,Adj Close,change_value,change_direction,Top1_sentiment,Top1_positivity,Top1_negativity,Top2_sentiment,Top2_positivity,Top2_negativity,Top3_sentiment,Top3_positivity,Top3_negativity,Top4_sentiment,Top4_positivity,Top4_negativity,Top5_sentiment,Top5_positivity,Top5_negativity,Top6_sentiment,Top6_positivity,Top6_negativity,Top7_sentiment,Top7_positivity,Top7_negativity,Top8_sentiment,Top8_positivity,Top8_negativity,Top9_sentiment,Top9_positivity,Top9_negativity,Top10_sentiment,Top10_positivity,Top10_negativity,Top11_sentiment,Top11_positivity,Top11_negativity,Top12_sentiment,Top12_positivity,Top12_negativity,Top13_sentiment,Top13_positivity,Top13_negativity,Top14_sentiment,Top14_positivity,Top14_negativity,Top15_sentiment,Top15_positivity,Top15_negativity,Top16_sentiment,Top16_positivity,Top16_negativity,Top17_sentiment,Top17_positivity,Top17_negativity,Top18_sentiment,Top18_positivity,Top18_negativity,Top19_sentiment,Top19_positivity,Top19_negativity,Top20_sentiment,Top20_positivity,Top20_negativity,Top21_sentiment,Top21_positivity,Top21_negativity,Top22_sentiment,Top22_positivity,Top22_negativity,Top23_sentiment,Top23_positivity,Top23_negativity,Top24_sentiment,Top24_positivity,Top24_negativity,Top25_sentiment,Top25_positivity,Top25_negativity,Top1_polarity,Top1_subjectivity,Top2_polarity,Top2_subjectivity,Top3_polarity,Top3_subjectivity,Top4_polarity,Top4_subjectivity,Top5_polarity,Top5_subjectivity,Top6_polarity,Top6_subjectivity,Top7_polarity,Top7_subjectivity,Top8_polarity,Top8_subjectivity,Top9_polarity,Top9_subjectivity,Top10_polarity,Top10_subjectivity,Top11_polarity,Top11_subjectivity,Top12_polarity,Top12_subjectivity,Top13_polarity,Top13_subjectivity,Top14_polarity,Top14_subjectivity,Top15_polarity,Top15_subjectivity,Top16_polarity,Top16_subjectivity,Top17_polarity,Top17_subjectivity,Top18_polarity,Top18_subjectivity,Top19_polarity,Top19_subjectivity,Top20_polarity,Top20_subjectivity,Top21_polarity,Top21_subjectivity,Top22_polarity,Top22_subjectivity,Top23_polarity,Top23_subjectivity,Top24_polarity,Top24_subjectivity,Top25_polarity,Top25_subjectivity
2008-08-08,11432.089844,11759.959961,11388.040039,11734.320312,212830000,11734.320312,,-1,pos,0.923474953297574,0.07652504670242598,pos,0.5,0.5,pos,0.8087698507057431,0.19123014929425786,pos,0.8229293315181514,0.17707066848184735,neg,0.31953575926626354,0.6804642407337372,neg,0.1443785780237342,0.8556214219762642,pos,0.9795138221396067,0.020486177860394986,pos,0.7693305520702238,0.23066944792977373,neg,0.4336138510460633,0.5663861489539356,pos,0.9957535876042761,0.004246412395722997,pos,0.773066672738991,0.22693332726100982,pos,0.9412326399947983,0.058767360005201615,pos,0.9912869540472364,0.008713045952762259,pos,0.9097541352425659,0.09024586475743206,pos,0.604777562480564,0.39522243751943564,pos,0.96027024488862,0.039729755111380605,pos,0.7634989200863928,0.23650107991360678,pos,0.9990499771934049,0.0009500228065982508,neg,0.3719186665318983,0.6280813334681024,pos,0.7883236252322573,0.21167637476774348,neg,0.2622536741853129,0.7377463258146848,pos,0.5709134615384615,0.42908653846153755,neg,0.48552884760000875,0.5144711523999912,pos,0.9508202247653625,0.049179775234636576,pos,0.920964675502051,0.07903532449794785,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,-0.30714285714285716,0.5285714285714286,-0.051851851851851864,0.09629629629629631,0.0,0.0,-0.2,0.3,-0.1,0.0,0.0,0.0,0.03333333333333333,0.3666666666666667,0.05,0.05,-0.033333333333333326,0.6,-0.125,0.375,0.0,0.0,0.35,0.55,0.0,0.0,-0.1,0.1,0.06818181818181818,0.22727272727272727,0.0,0.0,-0.6999999999999998,0.6666666666666666,0.0,0.0,0.0,0.0,-0.1,0.2,0.0,0.0
2008-08-11,11729.669922,11867.110352,11675.530273,11782.349609,183190000,11782.349609,48.02929700000095,1,pos,0.8070944531501951,0.1929055468498039,pos,0.5390449849946922,0.4609550150053075,pos,0.9955259130382619,0.004474086961738583,pos,0.9919786815985165,0.008021318401482888,neg,0.3811852704257767,0.6188147295742242,pos,0.8291830498830539,0.17081695011694542,pos,0.6545348384585445,0.3454651615414566,pos,0.889383943933747,0.11061605606625377,pos,0.6853946545684241,0.314605345431576,neg,0.32558627110037286,0.6744137288996268,pos,0.9897736235534577,0.010226376446541043,pos,0.940394570686302,0.05960542931369544,pos,0.9158011319070859,0.08419886809291306,pos,0.9907993459732704,0.009200654026727513,pos,0.7972346621486771,0.20276533785132453,pos,0.562746078370102,0.43725392162989823,neg,0.29502455753726087,0.704975442462738,neg,0.2001843918776141,0.7998156081223877,neg,0.2962085308056875,0.7037914691943129,neg,0.416666666666667,0.5833333333333333,pos,0.6159167497651329,0.3840832502348661,pos,0.9696140687066575,0.030385931293340915,pos,0.950488420705041,0.049511579294957864,pos,0.6660052528284459,0.33399474717155386,pos,0.6258821996894913,0.3741178003105084,0.0,0.0,-0.15555555555555559,0.2888888888888889,0.1,0.1,0.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453,-0.425,0.475,0.25,0.35,0.6,0.72,0.0,0.0,0.0,0.0,0.18333333333333335,0.3111111111111111,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0
2008-08-12,11781.700195,11782.349609,11601.519531,11642.469727,173590000,11642.469727,-139.8798820000011,-1,neg,0.3373175580157908,0.662682441984209,pos,0.9591346153846158,0.040865384615384644,neg,0.22951485309106573,0.7704851469089345,pos,0.9752821250252137,0.02471787497478443,neg,0.4258329397327967,0.5741670602672029,pos,0.5052307708741001,0.49476922912589977,pos,0.9084964221771133,0.09150357782288618,pos,0.9252781530297272,0.0747218469702733,pos,0.6614369819582229,0.33856301804177286,pos,0.6785894414023693,0.3214105585976331,pos,0.5598667822372582,0.44013321776274655,neg,0.4907258195485092,0.5092741804514913,pos,0.9976844639533059,0.002315536046694492,neg,0.34512601540364507,0.6548739845963555,pos,0.740840650629054,0.2591593493709463,neg,0.4914064035739682,0.5085935964260315,pos,0.5280922899928717,0.4719077100071283,neg,0.4467405136786584,0.5532594863213437,pos,0.7621359759440867,0.23786402405591267,pos,0.6383237849159609,0.36167621508403963,neg,0.4900097847047157,0.5099902152952833,pos,0.6477953710155564,0.35220462898444593,pos,0.9499933181877156,0.050006681812282246,pos,0.6435637032412278,0.356436296758772,pos,0.9143538450806479,0.08564615491935326,-0.5,1.0,0.0,0.0,-0.25,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222213,0.34444444444444444,-0.025,0.275,0.0,0.0,0.03809523809523809,0.1761904761904762,-0.15,0.2,0.0,0.0,0.21428571428571427,0.42857142857142855,0.5,0.5,0.25,0.3333333333333333,0.2857142857142857,0.5357142857142857,-0.3333333333333333,0.6666666666666666,-0.6,1.0,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0,0.0
2008-08-13,11632.80957,11633.780273,11453.339844,11532.959961,182550000,11532.959961,-109.50976599999922,-1,pos,0.7968334886567524,0.20316651134324532,pos,0.8769926144202078,0.12300738557979093,pos,0.948116374616814,0.05188362538318631,pos,0.5723254047693854,0.42767459523061374,pos,0.7597411365610106,0.2402588634389927,pos,0.7312304226809628,0.26876957731903806,pos,0.9737929161199376,0.026207083880063858,pos,0.6968213317264236,0.30317866827357615,pos,0.971210684643099,0.02878931535690376,pos,0.9541036717062659,0.045896328293736716,pos,0.9456480665599327,0.05435193344006642,pos,0.8847446963957144,0.11525530360428633,pos,0.9930026056440892,0.006997394355907342,pos,0.9732530043199309,0.02674699568006968,pos,0.5280922899928717,0.4719077100071283,neg,0.07894736842105254,0.921052631578948,pos,0.9986032438022082,0.00139675619778885,pos,0.5620405459060571,0.4379594540939435,pos,0.9617683355214734,0.0382316644785269,pos,0.8040156983670886,0.19598430163291045,pos,0.6047082696153396,0.3952917303846605,pos,0.9634770387321642,0.036522961267838355,neg,0.23774727551824476,0.762252724481757,pos,0.6888969712919548,0.3111030287080443,pos,0.9339622641509419,0.06603773584905677,0.0,0.0,0.0,0.0,-0.2,0.0,-0.21296296296296294,0.4444444444444445,0.17499999999999996,0.38333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,-0.16666666666666666,0.43333333333333335,0.0,0.0,0.13333333333333333,0.5,0.0,0.0,0.2857142857142857,0.5357142857142857,-0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.75,-0.1,0.1,0.0,0.0
2008-08-14,11532.070312,11718.280273,11450.889648,11615.929688,159790000,11615.929688,82.9697269999997,1,neg,0.36845133528352114,0.6315486647164787,pos,0.7677125637351819,0.23228743626481912,neg,0.10900108479388756,0.8909989152061121,pos,0.9403396413550758,0.05966035864492524,pos,0.8979430862349971,0.1020569137650032,neg,0.4098197821115979,0.5901802178883999,pos,0.6918077099587092,0.30819229004128995,pos,0.544154231713825,0.45584576828617557,pos,0.9639244303114758,0.03607556968852473,neg,0.44722366979709566,0.5527763302029044,pos,0.7297364592282166,0.2702635407717834,pos,0.5280922899928717,0.4719077100071283,neg,0.2836607270075976,0.7163392729924025,pos,0.8341158483315876,0.1658841516684102,pos,0.5275052261863704,0.4724947738136296,pos,0.9546076989885486,0.04539230101145053,pos,0.9940451996183123,0.005954800381687477,pos,0.840464716279256,0.15953528372074302,pos,0.630733944954128,0.3692660550458711,neg,0.47319484574122983,0.526805154258771,pos,0.8360628888745159,0.16393711112548404,pos,0.9450010580502751,0.05499894194972609,pos,0.9191865240081581,0.08081347599184062,neg,0.2244486853265484,0.775551314673454,pos,0.9401315409938368,0.05986845900616217,0.0,0.0,0.0,0.0,0.4,0.4,-0.2333333333333333,0.6666666666666666,-0.2,0.0,-0.5,0.5,0.625,0.5,0.16666666666666666,0.6666666666666666,0.0,0.1,-0.1,0.4,0.0,0.0,0.2857142857142857,0.5357142857142857,0.0,1.0,0.55,0.95,-0.025,0.22499999999999998,0.1,0.3,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06818181818181818,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.5,0.0,0.0
2008-08-15,11611.209961,11709.889648,11599.730469,11659.900391,215040000,11659.900391,43.97070299999905,1,pos,0.5351490764747736,0.46485092352522706,pos,0.8978770131771605,0.10212298682284054,pos,0.996391695204352,0.003608304795645363,pos,0.9578822163949793,0.04211778360501984,pos,0.5608802330930834,0.4391197669069169,pos,0.7321739621055395,0.26782603789446163,pos,0.9261238925241027,0.07387610747589739,pos,0.9203078699424417,0.07969213005755797,neg,0.3673643956928654,0.6326356043071342,pos,0.6694109679700954,0.330589032029904,pos,0.9935550348319468,0.00644496516805516,pos,0.9873976206113347,0.0126023793886674,pos,0.7429880058717775,0.2570119941282232,pos,0.9740593808505384,0.025940619149461382,pos,0.6927436629775073,0.30725633702249183,pos,0.995919711283139,0.004080288716861189,pos,0.7233255574486436,0.2766744425513557,pos,0.6647293466466957,0.3352706533533053,pos,0.8589821576591555,0.14101784234084383,pos,0.514055763139071,0.48594423686093097,neg,0.23022856106148304,0.7697714389385159,neg,0.2602622452027415,0.7397377547972578,pos,0.6778574399734936,0.3221425600265055,pos,0.6731964675474527,0.3268035324525465,pos,0.5525810713007256,0.4474189286992743,0.10833333333333334,0.3166666666666667,0.0,0.0,-0.16666666666666666,0.6000000000000001,0.0,0.05,0.0,0.0,-0.0625,0.75,0.0,0.0,0.02500000000000001,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6166666666666667,0.1,0.4,0.0,0.0,0.0,0.0,0.25,0.9,0.0,0.5,-0.1,0.1,-0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-18,11659.650391,11690.429688,11434.120117,11479.389648,156290000,11479.389648,-180.5107429999989,-1,pos,0.7605125872959264,0.23948741270407378,neg,0.3643434267891321,0.6356565732108681,pos,0.9453009512820512,0.054699048717950054,neg,0.3084127645055942,0.6915872354944064,pos,0.8994976024936134,0.10050239750638645,pos,0.6536041601632964,0.346395839836703,pos,0.8440238672384863,0.15597613276151429,neg,0.13836548211618604,0.8616345178838145,pos,0.8993426933061989,0.10065730669380242,pos,0.7687500000000003,0.23124999999999973,neg,0.3932641318309059,0.6067358681690933,neg,0.37126137460726694,0.6287386253927353,pos,0.9930736806974595,0.006926319302537964,pos,0.7633357764961684,0.23666422350383062,pos,0.6898885442720463,0.3101114557279534,pos,0.7155696902654873,0.28443030973451355,neg,0.23404735398230256,0.7659526460176953,pos,0.5167291719333544,0.4832708280666459,neg,0.4592660222280815,0.5407339777719187,neg,0.42463235294117646,0.5753676470588234,neg,0.45059075157789674,0.5494092484221021,neg,0.3544560305581133,0.6455439694418873,pos,0.6619240433189667,0.3380759566810324,neg,0.28793038636167234,0.7120696136383267,pos,0.7419166475559926,0.2580833524440066,0.0,0.16666666666666666,0.08124999999999999,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0,0.0,0.29333333333333333,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,-0.15555555555555559,0.2888888888888889,-0.15454545454545454,0.48484848484848486,0.0,0.0,0.4166666666666667,0.5833333333333334,0.13636363636363635,0.45454545454545453,-0.55,0.9,0.0,0.0,0.0,0.0,0.13636363636363635,0.5,-0.03333333333333335,0.5499999999999999,0.0,0.0,0.5,0.7,-0.7,1.0
2008-08-19,11478.089844,11478.169922,11318.50,11348.549805,171580000,11348.549805,-130.83984299999975,-1,neg,0.34309803306223885,0.6569019669377635,pos,0.5386841832333245,0.46131581676667693,pos,0.5472714878141837,0.45272851218581533,pos,0.5583748031546584,0.441625196845341,pos,0.8071432764545837,0.19285672354541547,neg,0.2999999999999994,0.7000000000000001,pos,0.505494655868412,0.4945053441315855,pos,0.5524308310285905,0.44756916897140886,pos,0.8395797261980043,0.16042027380199664,pos,0.8211678832116788,0.17883211678832078,pos,0.561718627345764,0.4382813726542358,pos,0.5122238001553506,0.48777619984465204,pos,0.9806989319811014,0.019301068018898863,pos,0.9627006215610028,0.03729937843899863,neg,0.20227923462827066,0.7977207653717284,pos,0.6988268595459175,0.30117314045408194,pos,0.9846014868574962,0.015398513142503522,pos,0.7429119276279137,0.25708807237208714,pos,0.9268508969418001,0.07314910305820004,pos,0.9914475567434504,0.008552443256548364,neg,0.4053403955488601,0.5946596044511399,pos,0.8349564546898899,0.1650435453101091,pos,0.5524308310285905,0.44756916897140886,pos,0.9014787478012667,0.09852125219873284,pos,0.9000000000000002,0.10000000000000005,0.0,0.0,0.5,1.0,0.0,0.0,-0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,-0.4,0.5,0.125,0.375,0.0,0.0,0.0,1.0,0.13636363636363635,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.25,0.005555555555555554,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.0,0.0,-0.4,0.5,0.5,0.5,0.0,0.0
2008-08-20,11345.94043,11454.150391,11290.580078,11417.429688,144880000,11417.429688,68.87988299999961,1,pos,0.6296528499948467,0.3703471500051511,pos,0.9959440721784856,0.0040559278215149454,pos,0.9816311853761774,0.018368814623819632,pos,0.5596087160219784,0.4403912839780226,neg,0.4449838187702259,0.5550161812297737,pos,0.8105656344764753,0.18943436552352527,pos,0.9901437052306571,0.009856294769342386,pos,0.9435107228961288,0.056489277103871555,neg,0.4928075293906672,0.5071924706093341,neg,0.20279110918552015,0.7972088908144779,pos,0.9319705093833783,0.06802949061662178,pos,0.9177740863787387,0.08222591362126262,pos,0.8316722192670563,0.16832778073294294,pos,0.9900288101580295,0.009971189841970318,pos,0.9918809283744077,0.008119071625591875,pos,0.5,0.5,pos,0.501996747991813,0.498003252008187,pos,0.9175863559371528,0.08241364406284639,pos,0.5558827703319114,0.4441172296680884,pos,0.9649924873434482,0.035007512656552345,pos,0.9856160486683765,0.014383951331623972,pos,0.9419568827593803,0.05804311724062056,pos,0.7867759528459338,0.2132240471540654,pos,0.5566419895519711,0.4433580104480291,pos,0.7518688727252566,0.24813112727474324,0.0,0.0,0.0,0.1,0.1625,0.33333333333333337,-0.015151515151515152,0.2833333333333333,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.45454545454545453,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333
2008-08-21,11415.230469,11476.209961,11315.570312,11430.209961,130020000,11430.209961,12.780273000000307,1,pos,0.9408162324365578,0.05918376756344338,pos,0.9342169961892508,0.06578300381074718,pos,0.5978265861443423,0.40217341385565697,neg,0.4950738916256161,0.504926108374384,pos,0.70321537768453,0.2967846223154702,pos,0.9843248544155033,0.01567514558449633,pos,0.5232758597828286,0.47672414021717074,neg,0.14591405373022928,0.8540859462697715,pos,0.7854107157144014,0.21458928428559765,pos,0.9971581262645667,0.0028418737354345257,pos,0.9713609047179216,0.028639095282079776,pos,0.8221679394833201,0.1778320605166804,pos,0.9892686741554075,0.010731325844593274,neg,0.442857142857142,0.5571428571428569,pos,0.6072183516765042,0.39278164832349555,pos,0.6374740124740121,0.36252598752598814,pos,0.6582634189957494,0.3417365810042523,pos,0.9651540625303116,0.03484593746968866,neg,0.4769456901711868,0.5230543098288156,neg,0.31991191981665995,0.680088080183341,pos,0.6115354987803316,0.38846450121966675,pos,0.834764527683338,0.16523547231666366,pos,0.5932004830241392,0.40679951697586236,pos,0.9764035517024394,0.02359644829755996,neg,0.45168778324086317,0.5483122167591369,0.09375,0.13125,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.5,0.5,0.0,0.0,-0.2,0.0,-0.041666666666666664,0.25833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.125,0.125,0.425,0.575,0.35000000000000003,0.7000000000000001,0.0,0.0,-0.3,0.4,0.0,0.0,0.0,0.0,-0.5,1.0,0.0,0.0
